Train: [12][0/13], lr: 0.00030	Time 0.538 (0.538)	Data 0.483 (0.483)	Prec@1 89.844 (89.844)	Prec@1 7.812 (7.812)	Prec@1 5.469 (5.469)	Prec@5 96.875 (96.875)	Prec@5 66.406 (66.406)	Prec@5 63.281 (63.281)	Loss 0.2126 (0.2126)   loss_verb 0.2126   loss_noun 2.0844	
Train: [13][0/13], lr: 0.00030	Time 0.536 (0.536)	Data 0.483 (0.483)	Prec@1 91.406 (91.406)	Prec@1 10.156 (10.156)	Prec@1 9.375 (9.375)	Prec@5 96.875 (96.875)	Prec@5 71.094 (71.094)	Prec@5 67.969 (67.969)	Loss 0.1729 (0.1729)   loss_verb 0.1729   loss_noun 2.0824	
Train: [14][0/13], lr: 0.00030	Time 0.502 (0.502)	Data 0.450 (0.450)	Prec@1 89.844 (89.844)	Prec@1 7.031 (7.031)	Prec@1 4.688 (4.688)	Prec@5 95.312 (95.312)	Prec@5 67.188 (67.188)	Prec@5 63.281 (63.281)	Loss 0.2252 (0.2252)   loss_verb 0.2252   loss_noun 2.0875	
Train: [15][0/13], lr: 0.00030	Time 0.542 (0.542)	Data 0.482 (0.482)	Prec@1 89.062 (89.062)	Prec@1 9.375 (9.375)	Prec@1 7.812 (7.812)	Prec@5 94.531 (94.531)	Prec@5 60.156 (60.156)	Prec@5 55.469 (55.469)	Loss 0.2291 (0.2291)   loss_verb 0.2291   loss_noun 2.0831	
Train: [16][0/13], lr: 0.00030	Time 0.555 (0.555)	Data 0.498 (0.498)	Prec@1 89.844 (89.844)	Prec@1 4.688 (4.688)	Prec@1 3.906 (3.906)	Prec@5 96.875 (96.875)	Prec@5 68.750 (68.750)	Prec@5 66.406 (66.406)	Loss 0.2121 (0.2121)   loss_verb 0.2121   loss_noun 2.0851	
Train: [17][0/13], lr: 0.00030	Time 0.538 (0.538)	Data 0.472 (0.472)	Prec@1 83.594 (83.594)	Prec@1 7.812 (7.812)	Prec@1 4.688 (4.688)	Prec@5 90.625 (90.625)	Prec@5 71.875 (71.875)	Prec@5 65.625 (65.625)	Loss 0.3360 (0.3360)   loss_verb 0.3360   loss_noun 2.0837	
Train: [18][0/13], lr: 0.00030	Time 0.515 (0.515)	Data 0.483 (0.483)	Prec@1 90.625 (90.625)	Prec@1 6.250 (6.250)	Prec@1 3.906 (3.906)	Prec@5 96.094 (96.094)	Prec@5 67.969 (67.969)	Prec@5 64.062 (64.062)	Loss 0.1969 (0.1969)   loss_verb 0.1969   loss_noun 2.0884	
Train: [19][0/13], lr: 0.00030	Time 0.527 (0.527)	Data 0.476 (0.476)	Prec@1 88.281 (88.281)	Prec@1 5.469 (5.469)	Prec@1 3.906 (3.906)	Prec@5 95.312 (95.312)	Prec@5 67.969 (67.969)	Prec@5 64.062 (64.062)	Loss 0.2267 (0.2267)   loss_verb 0.2267   loss_noun 2.0862	
Train: [20][0/13], lr: 0.00003	Time 0.507 (0.507)	Data 0.469 (0.469)	Prec@1 89.844 (89.844)	Prec@1 7.031 (7.031)	Prec@1 4.688 (4.688)	Prec@5 94.531 (94.531)	Prec@5 68.750 (68.750)	Prec@5 64.062 (64.062)	Loss 0.2130 (0.2130)   loss_verb 0.2130   loss_noun 2.0839	
Train: [21][0/13], lr: 0.00003	Time 0.564 (0.564)	Data 0.518 (0.518)	Prec@1 92.969 (92.969)	Prec@1 10.156 (10.156)	Prec@1 8.594 (8.594)	Prec@5 96.875 (96.875)	Prec@5 70.312 (70.312)	Prec@5 67.969 (67.969)	Loss 0.1789 (0.1789)   loss_verb 0.1789   loss_noun 2.0775	
Train: [22][0/13], lr: 0.00003	Time 0.515 (0.515)	Data 0.447 (0.447)	Prec@1 90.625 (90.625)	Prec@1 14.062 (14.062)	Prec@1 10.938 (10.938)	Prec@5 96.875 (96.875)	Prec@5 74.219 (74.219)	Prec@5 71.094 (71.094)	Loss 0.2034 (0.2034)   loss_verb 0.2034   loss_noun 2.0783	
Train: [23][0/13], lr: 0.00003	Time 0.501 (0.501)	Data 0.449 (0.449)	Prec@1 89.844 (89.844)	Prec@1 12.500 (12.500)	Prec@1 9.375 (9.375)	Prec@5 95.312 (95.312)	Prec@5 67.188 (67.188)	Prec@5 63.281 (63.281)	Loss 0.2242 (0.2242)   loss_verb 0.2242   loss_noun 2.0828	
Train: [24][0/13], lr: 0.00003	Time 0.525 (0.525)	Data 0.467 (0.467)	Prec@1 86.719 (86.719)	Prec@1 7.812 (7.812)	Prec@1 4.688 (4.688)	Prec@5 93.750 (93.750)	Prec@5 67.969 (67.969)	Prec@5 61.719 (61.719)	Loss 0.2814 (0.2814)   loss_verb 0.2814   loss_noun 2.0842	
Train: [25][0/13], lr: 0.00003	Time 0.546 (0.546)	Data 0.495 (0.495)	Prec@1 89.844 (89.844)	Prec@1 9.375 (9.375)	Prec@1 7.031 (7.031)	Prec@5 96.094 (96.094)	Prec@5 65.625 (65.625)	Prec@5 62.500 (62.500)	Loss 0.2104 (0.2104)   loss_verb 0.2104   loss_noun 2.0872	
Train: [26][0/13], lr: 0.00003	Time 0.542 (0.542)	Data 0.493 (0.493)	Prec@1 90.625 (90.625)	Prec@1 11.719 (11.719)	Prec@1 10.156 (10.156)	Prec@5 97.656 (97.656)	Prec@5 64.844 (64.844)	Prec@5 62.500 (62.500)	Loss 0.1912 (0.1912)   loss_verb 0.1912   loss_noun 2.0804	
Train: [27][0/13], lr: 0.00003	Time 0.522 (0.522)	Data 0.467 (0.467)	Prec@1 89.844 (89.844)	Prec@1 17.969 (17.969)	Prec@1 13.281 (13.281)	Prec@5 93.750 (93.750)	Prec@5 77.344 (77.344)	Prec@5 72.656 (72.656)	Loss 0.2187 (0.2187)   loss_verb 0.2187   loss_noun 2.0759	
Train: [28][0/13], lr: 0.00003	Time 0.498 (0.498)	Data 0.433 (0.433)	Prec@1 87.500 (87.500)	Prec@1 7.812 (7.812)	Prec@1 3.906 (3.906)	Prec@5 93.750 (93.750)	Prec@5 72.656 (72.656)	Prec@5 67.969 (67.969)	Loss 0.2581 (0.2581)   loss_verb 0.2581   loss_noun 2.0829	
Train: [29][0/13], lr: 0.00003	Time 0.526 (0.526)	Data 0.496 (0.496)	Prec@1 89.844 (89.844)	Prec@1 7.812 (7.812)	Prec@1 6.250 (6.250)	Prec@5 93.750 (93.750)	Prec@5 66.406 (66.406)	Prec@5 61.719 (61.719)	Loss 0.2317 (0.2317)   loss_verb 0.2317   loss_noun 2.0832	
Train: [30][0/13], lr: 0.00003	Time 0.499 (0.499)	Data 0.465 (0.465)	Prec@1 90.625 (90.625)	Prec@1 7.812 (7.812)	Prec@1 5.469 (5.469)	Prec@5 94.531 (94.531)	Prec@5 75.000 (75.000)	Prec@5 69.531 (69.531)	Loss 0.2211 (0.2211)   loss_verb 0.2211   loss_noun 2.0831	
total time: 84.125 
